id,contract_price,date_of_publication,procurement_name,place_of_performance,system_number,contracting_authority_id,supplier_id,date_of_contract_close
1006,162000.00,2019-03-04,Zřízení digitálního okruhu Pra-Pol,Česká republika,N006/19/V00002165,4,872,
1007,3465000.00,2019-06-21,Zřízení digitálních okruhů,Česká republika,N006/19/V00001547,4,111,
1008,318459.81,2023-08-04,Horní Slavkov - obj. č. 61 - demolice jeřábové dráhy,Karlovarský kraj,N006/23/V00021903,120,1109,
1009,188001.00,2020-04-16,Výzva k podání cenové nabídky na zřízení analogového okruhu Víd-Jar,Česká republika,N006/20/V00001921,4,111,
1010,164500.00,2019-06-21,Výzva k podání cenové nabídky na zřízení digitálního okruhu Pra-Hlu,,N006/19/V00001509,4,872,
1011,54945000.00,2018-10-11,Technická podpora provozu ŠIS AČR,Česká republika,N006/18/V00021838,4,1118,
1012,68790.05,2023-09-29,5. část- Dodávka spotřebního materiálu pro provoz analyzátorů DNA,Královéhradecký kraj,N006/23/V00026046,162,1119,
1013,9900000.00,2018-10-09,Technická podpora provozu ŠIS podpora práce s informačním obsahem,,N006/18/V00021715,4,1118,
1014,900.00,2019-06-21,"Výzva k podání nabídky na veřejnou zakázku ""Zřízení služby Internet - Karlín"".",,N006/18/V00019035,4,872,
1015,169600.00,2023-09-29,4. část - Dodávka spotřebního materiálu pro izolaci DNA,Královéhradecký kraj,N006/23/V00026044,162,1120,
1016,413223.14,2023-08-30,"RD, diagnostika a kontrolní měření zařízení Munters",Středočeský kraj,N006/23/V00024122,4,1121,
1017,734438.21,2023-08-04,"PS 0630 - Výměna podlahové krytiny, výmalba",Kraj Vysočina,N006/23/V00021850,4,1122,
1018,9669000.00,2023-09-29,Mateřská Škola U Přehrady (Navýšení kapacity MŠ Palackého v Jablonci nad Nisou),,N006/23/V00026647,44,695,
1019,147518.26,2023-07-28,"PS 0514 – Oprava vnitřní omítky, výmalby, soklu, odvětrání – b. č. 01 Sanace vnitřních omítek, oprava maleb a oprava podhledu - b. č. 02, VŠZ Dolní Morava",Pardubický kraj,N006/23/V00021172,4,56,
1020,39980.00,2018-12-21,Zřízení digitálního okruhu,,N006/18/V00013723,4,111,
1021,1169854.00,2023-09-06,PS 0014 - Servis bazénových technologií,Hlavní město Praha,N006/23/V00023668,4,1125,
1022,122727.27,2022-10-18,Kniha Židovské hřbitovy na jihu Čech - překlad do angličtiny,,N006/22/V00026189,17,1126,
1023,2423027.58,2023-09-29,PS 0630 - Oprava komunikací,Kraj Vysočina,N006/23/V00021314,4,318,
1024,118386.00,2023-09-05,PS 0014 - Oprava sociálních zařízení,Hlavní město Praha,N006/23/V00023821,4,1127,
1025,395956.50,2023-07-25,AHNM - Servis regulačních systémů pro řízení 1/4 hod. maxima,Česká republika,N006/23/V00020836,4,1133,
1026,119313.58,2023-09-06,PS 0004 - letiště Kbely - oprava vnitřního schodiště,Hlavní město Praha,N006/23/V00023956,4,1134,
1027,246000.00,2023-07-24,"PS 0210 – Oprava maleb a stavební opravy (podl. krytiny, obklady, dlažby, omítky), OHEO nové, České Budějovice",Jihočeský kraj,N006/23/V00020679,4,1135,
1028,1800000.00,2023-05-17,„Zajišťování provozu zdrojů tepla a teplé vody v období 2023 - 2025“,Středočeský kraj,N006/23/V00013616,12,1138,
1029,3141.00,2023-09-29,DP RD - Praní a chemické čištění - praní prádla Ubytovny SDM Ostrava (říjen 2023),Česká republika Moravskoslezský kraj,N006/23/V00027097,4,1140,
1030,15446.28,2023-09-29,Výzva č. 10 k RD - TK a ME 2023,Jihomoravský kraj,N006/23/V00026289,4,1141,
1031,668694491.94,2023-09-29,Modulární bojový komplet - MBK pro 4. bUÚ“.,Olomoucký kraj,N006/22/V00026135,4,24,
1032,708500.00,2023-03-30,Oprava vstupního prostoru Býčího schodiště,Hlavní město Praha,N006/23/V00008916,163,1142,
1033,1745073.70,2023-08-03,PS 0529 - Oprava komunikace k VZK,Pardubický kraj,N006/23/V00021755,4,1144,
1034,7423.14,2022-10-12,Opravy a servis vozů Š+VW 23. DP lokalita Čechy,Hlavní město Praha,N006/22/V00024293,4,1145,
1035,24690655.74,2022-09-23,Technická podpora Non IT - Datová Centra (2022),Česká republika,N006/22/V00019275,4,96,
1036,495867.76,2022-04-11,Opravy a údržba služebních vozidel Škoda a VW různých typů - lokalita Morava,Olomoucký kraj Olomoucký kraj,N006/22/V00008384,4,422,
1037,7501.08,2022-10-21,Opravy a servis vozů Š+VW 30. DP lokalita Čechy,Hlavní město Praha,N006/22/V00025891,4,1145,
1038,9256.21,2023-09-29,DP č.7 ME a TP Rančířov - kopie,Kraj Vysočina,N006/23/V00026957,4,1146,
1039,9917355.37,2023-02-07,Nafta I,Česká republika,N006/23/V00002271,12,726,
1040,30400.00,2021-04-19,Stereofonní mixážní předzesilovače a nástěnné reproduktory,Hlavní město Praha,N006/21/V00008347,4,217,
1041,20907.00,2021-06-07,Ozvučení - přenosná souprava,Hlavní město Praha,N006/21/V00014443,4,1147,
1042,987963.00,2023-09-29,VZ na zákl. RD_2. část - Dodávka spotřebního mat. pro amplifikaci DNA - základní screening,Královéhradecký kraj,N006/23/V00025533,162,1119,
1043,1671840.00,2023-01-10,Mobilní klimatizace,Hlavní město Praha,N006/23/V00000171,4,188,
1044,600000.00,2023-03-23,RS - 8. DP - stravovací poukázky - 3.Q 2023,Česká republika,N006/23/V00007660,4,234,
1045,12195.61,2023-09-29,"DP 67. - vozidla Škoda, lokalita Čechy",Česká republika,N006/22/V00000579,4,902,
1046,9905400.00,2022-04-20,Ochranný pyrotechnický oblek EOD 10,Olomoucký kraj,N006/22/V00008886,4,1155,
1047,1999950.00,2023-09-29,Kalibrace a opravy alkotestů zn. Dräger a zajištění metrologického ověření ČMI,Česká republika,N006/23/V00025775,54,565,
1048,121400.58,2023-07-20,"PS 0529 - Oprava podlahových krytin, budova č. 17, kasárna Lázně Bohdaneč",Pardubický kraj,N006/23/V00020485,4,1156,
1049,2443230.26,2023-08-29,"Oprava střechy objektu ZJ Policie ČR Bauerova 5b, Brno - Pisárky",Jihomoravský kraj,N006/23/V00023757,55,1159,
1050,1983300.00,2023-05-29,Rámcová dohoda na dodávky nákladních pneumatik včetně souvisejících služeb,Středočeský kraj,N006/23/V00015003,12,599,
1051,817900.00,2023-07-24,"PS 0503 – Oprava oken, dveří a omítek b.č.13 a 17",Královéhradecký kraj,N006/23/V00020762,4,117,
1052,6397.43,2023-09-29,DP 39. - vozidla lokalita Morava,Česká republika,N006/22/V00001403,4,187,
1053,357864.72,2023-08-01,"PS 0503 – Výmalba zdí a stropů, výměna osvětlovacích těles, vypínačů a zásuvek",Královéhradecký kraj,N006/23/V00021348,4,117,
1054,74250000.00,2022-12-01,„Sociální infrastruktura Čestice“ CZ.06.6.127/0.0/0.0/21_124/0017043; „Čestice - Stavební úpravy objektu č.p. 122 - 2. etapa domov pro seniory“,Jihočeský kraj,N006/22/V00032659,164,1164,
1055,528400.00,2023-09-29,PS 0112 - Příprava dendrologických podkladů ke stávající zeleni na Letecké základně Čáslav,Středočeský kraj,N006/23/V00020683,4,1168,
1056,7458.41,2023-09-29,"DP 68. - vozidla Škoda, lokalita Čechy",Česká republika,N006/22/V00001419,4,902,
1057,5050.00,2023-09-29,"2. DP - údržba, opravy a revize technolog. zař. skladů a výdejen PHM",Česká republika,N006/22/V00012894,4,365,
1058,7260.00,2023-09-29,"Geometrický plán - k.ú. Hrad Osek, p.p.č. 282",Česká republika,N006/23/V00008116,38,1172,
1059,11504.00,2023-08-02,Fotopapír do plotru,Jihočeský kraj,N006/23/V00021655,4,1173,
1060,14520.00,2023-09-29,"Geometrický plán - k.ú. Mlýny, p.p.č. 928",Česká republika,N006/23/V00008122,38,1172,
1061,6000.00,2023-09-29,"Geometrický plán - k.ú. Suché, p.p.č. 127/2",Česká republika,N006/23/V00008160,38,1172,
1062,1104622.50,2023-08-16,Dodání čisticích prostředků,Hlavní město Praha,N006/23/V00022905,32,127,
1063,12395205089.76,2020-12-21,Výstavba ZEVO v elektrárenské lokalitě Mělník,Středočeský kraj,N006/20/V00030842,25,1165,
1064,55226.60,2023-09-28,Dodávka hygienických potřeb a čisticích prostředků 9/2023,Hlavní město Praha,N006/23/V00024164,42,127,
1065,2310.57,2023-09-28,Dodávka kancelářských potřeb z Rámcové dohody pro objekt Mnichovo Hradiště 2023,,N006/23/V00027266,17,86,
1066,4117058.00,2021-10-05,Ruční laserový ozařovač cílů,Olomoucký kraj,N006/21/V00026146,4,24,
1067,3468864.00,2021-10-07,Univerzální značkovač jednotlivce,Olomoucký kraj,N006/21/V00026487,4,1177,
1068,100.00,2023-07-17,Rámcová dohoda na dodávky motorové nafty 2023,Zlínský kraj,N006/23/V00020026,165,1178,
1069,54.50,2023-07-17,Rámcová dohoda na dodávky motorové nafty 2023,Zlínský kraj,N006/23/V00020026,165,1180,
1070,99.00,2023-07-17,Rámcová dohoda na dodávky motorové nafty 2023,Zlínský kraj,N006/23/V00020026,165,1182,
1071,110.00,2023-07-17,Rámcová dohoda na dodávky motorové nafty 2023,Zlínský kraj,N006/23/V00020026,165,1095,
1072,100.00,2023-07-17,Rámcová dohoda na dodávky motorové nafty 2023,Zlínský kraj,N006/23/V00020026,165,1181,
1073,99.00,2023-07-17,Rámcová dohoda na dodávky motorové nafty 2023,Zlínský kraj,N006/23/V00020026,165,1179,
1074,950000.00,2023-09-27,Fundraisingové služby II,,N006/23/V00027263,125,1183,
1075,4865803.35,2023-06-30,Rekonstrukce veřejného osvětlení v Jablonci nad Nisou - lokalita Vrkoslavice a Kokonín,Liberecký kraj,N006/23/V00018989,44,1184,
1076,846242.00,2023-09-27,OBNOVA FASÁDY KAPLE NEJSVĚTĚJŠÍ TROJICE V MORAVANECH,,N006/23/V00027262,166,1187,
1077,5821063.35,2022-06-24,Místní komunikace Lesní Hluboké – Etapa 1,Jihomoravský kraj,N006/22/V00016573,167,318,
1078,6969619.53,2023-07-26,„Oprava místních komunikací Lesní Hluboké – etapa 1-2023 - opakovaná výzva“,Jihomoravský kraj,N006/23/V00020993,167,318,
1079,10116.00,2023-09-27,"DP - výzva k RD č.23225012800, RD č.2022018 kultivační média",Hlavní město Praha,N006/23/V00027079,4,1188,
1080,385500.00,2023-07-28,"SEZ, Zpracování projektové dokumentace sanace pro oblast naftalínky a její okolí a oblast podzemních jímek (Čističe II) v areálu Michle společnosti Pražská plynárenská, a.s.",Hlavní město Praha,N006/23/V00019268,42,1189,
1081,11521960.67,2023-08-30,Sdružené služby dodávky elektrické energie na období 1. 1. 2024 až 31. 12. 2024,Hlavní město Praha,N006/23/V00024119,168,1191,
1082,86400.00,2022-11-01,Kniha Jewish Cemeteries in South Bohemia - grafické zpracování,,N006/22/V00028067,17,1192,
1083,19800.00,2023-09-27,DNS02-23-A-30 Dodávka PC,Jihomoravský kraj,N006/23/V00025395,106,759,
1084,980000.00,2023-06-16,Technická a dopravní infrastruktura lokality Kalvodova I. – II. etapa – zpracování projektové dokumentace,Olomoucký kraj,N006/23/V00017317,169,1193,
1085,621132.29,2023-09-27,"Oprava chodníku Okružní, Jarní, Šeříková - Dobronín",,N006/23/V00027243,170,1195,
1086,930553.00,2023-08-01,Nákup barevné inkoustové tiskárny,Hlavní město Praha,N006/23/V00018411,171,1196,
1087,116800.00,2023-09-13,"MS Praha – oprava odsolovací automatiky 2 chladících věží, JANM",Hlavní město Praha,N006/23/V00024904,172,1197,
1088,27000.00,2023-09-27,Podložka 19 vyšívaná na šaty PČR,Česká republika,N006/23/V00023457,26,1198,
1089,25479.00,2023-09-13,Nákup originálních tonerů 2023 II,Plzeňský kraj,N006/23/V00025131,173,807,
1090,297360.00,2023-04-18,Nákup výstroje pro ZJ - taktické kalhoty,Ústecký kraj,N006/23/V00008698,54,1200,
1091,1974500.00,2023-09-27,Příslušenství k paralyzérům,Česká republika,N006/23/V00021804,26,1201,
1092,1652.00,2023-09-27,Palácové zahrady - dodávka kancelářských potřeb,,N006/23/V00027232,17,86,
1093,3386.00,2023-08-14,"Nákup mycích, čistících a dezinfekčních prostředků pro Krajský soud v Hradci Králové - Spr 3045/2023",Královéhradecký kraj,N006/23/V00022615,51,127,
1094,3631.72,2023-09-27,Dodávka kancelářských potřeb z Rámcové dohody pro SZ Veltrusy,,N006/23/V00027226,17,86,
1095,268500.00,2023-02-27,"KRP-U, Hřensko 89, celková rekonstrukce - ZPRACOVÁNÍ PROJEKTOVÉ DOKUMENTACE",Ústecký kraj,N006/23/V00005382,54,1203,
1096,15798376.00,2023-05-26,„Servery a disková pole pro posílení infrastruktury pro digitální pracoviště a ukládání audio nahrávek z jednání soudu - 2. část - Disková pole pro posílení centrální infrastruktury pro digitální pracoviště a ukládání audionahrávek z jednání soudu “,Hlavní město Praha,N006/23/V00014016,174,1205,
1097,2340000.00,2023-06-07,"Zhotovení PD, výkon IČ, AD a koordinátora BOZP ""Transformace Zámku Dolní Životice (Mokré Lazce)""",Moravskoslezský kraj,N006/23/V00016251,101,1208,
1098,1267450.00,2023-09-27,Nákup DA pro SDH Střížov,,N006/23/V00027229,175,1210,
1099,8406500.00,2019-09-12,Síťka - šála maskovací,Jihomoravský kraj,N006/19/V00022603,4,1211,
1100,8225000.00,2022-04-29,Mezinárodní železniční přeprava č. 2/2022,Extra-Regio,N006/22/V00006208,4,1212,
1101,134008.00,2023-09-27,Nákup xerografického papíru,Česká republika,N006/23/V00026321,57,327,
1102,49929.67,2023-09-27,Výzva k plnění č.4 - Oprava a servis autobusu Iveco,Česká republika,N006/23/V00027031,4,364,
1103,1167200.00,2019-08-21,Opravy osobních vozidel a dodávky náhradních dílů pro vozy značky PEUGEOT,Praha,N006/19/V00023635,119,657,
1104,2874059.00,2023-05-31,"Modernizace odborných učeben, kabinetů a zázemí pro školní družiny základních škol v Přerově (vybavení odborných učeben) – ZŠ ZA MLÝNEM",Olomoucký kraj,N006/23/V00015062,29,1216,
1105,8986000.00,2022-05-24,Mezinárodní přeprava kombinovaná č. 1/2022,Extra-Regio,N006/22/V00008665,4,1212,
1152,434350.00,,Zařízení pro restaurování a konzervaci,Středočeský kraj,N006/23/V00025277,88,1252,
1153,1009536.96,2023-08-29,Vybavení restaurátorského pracoviště,Středočeský kraj,N006/23/V00021065,88,1253,
1154,20710.00,2023-09-04,notebook,Hlavní město Praha,N006/23/V00024465,24,592,
1155,1650000.00,2022-06-03,Mezinárodní přeprava kombinovaná č. 2/2022,Extra-Regio,N006/22/V00010656,4,1212,
1156,70980.00,2023-08-30,Nákup diagnostického spotřebního materiálu - diagnostické ELISA kity - pro OLD u VVeuÚ Hlučín,Moravskoslezský kraj,N006/23/V00024171,4,1254,
1157,1480000.00,2023-09-27,Posílení kapacity firewall soustavy pro ochranu a segmentaci infrastruktury,Zlínský kraj,N006/23/V00020271,28,1255,
1158,948450.00,2023-09-27,FZŠ - Komponenty vyprošťovacích sad,Česká republika,N006/23/V00022872,202,1258,
1159,979176.00,2021-12-27,Souprava odstupné manipulace s IED,Olomoucký kraj,N006/21/V00033870,4,1177,
1160,12697144.00,2022-02-21,MOSKITO TI - nákup,Olomoucký kraj,N006/22/V00002191,4,24,
1161,13830.00,2023-08-14,1.220 Náhradní díly a příslušenství na TOYOTU LAND CRUISER,Pardubický kraj,N006/23/V00022688,4,1259,
1162,688716.00,2023-09-05,Zásahové oděvy pro hasiče II.,Karlovarský kraj,N006/23/V00024198,202,266,
1163,10530.27,2023-09-27,"Kancelářské potřeby ÚOP v Brně, září 2023",Jihomoravský kraj,N006/23/V00027069,17,86,
1164,98520.00,2023-09-27,RD 5/2023 - Dodávka kancelářského a sedacího nábytku pro PA ČR,Česká republika,N006/23/V00024579,203,287,
1165,5149763.82,2023-01-31,SZ Vranov nad Dyjí - obnova schodiště a vyhlídky,Jihomoravský kraj,N006/23/V00001643,17,1260,
1166,513995.61,2023-08-15,KŘP Lbk - Rokytnice nad Jizerou - rekonstrukce kuchyně,Liberecký kraj,N006/23/V00022693,204,1261,
1167,361020.00,2023-09-27,RD 4/2023 - Dodávka kancelářského a sedacího nábytku pro PA ČR,Česká republika,N006/23/V00024484,203,287,
1168,16861152.00,2023-06-28,Odvoz a odstranění odpadů z objektů AS-PO pro oblast Čechy,Česká republika,N006/23/V00017635,93,1264,
1169,2170506.00,2023-06-05,Dodávka přenosných počítačů s příslušenstvím 2023,Hlavní město Praha,N006/23/V00015758,205,1265,
1170,12707.00,2023-09-27,"DP č. 9 RD 190460/2022-8660 Převzetí a odstranění odpadů ""O"" a ""N"" 2022-2023",Jihomoravský kraj,N006/23/V00025730,4,432,
1171,122510.00,2023-09-07,Navigační přístroje,Jihočeský kraj,N006/23/V00024895,4,218,
1172,73000.00,2023-09-11,Virkon - odmořovací prostředek,Jihočeský kraj,N006/23/V00025206,4,52,
1173,4320.00,2023-09-27,Výzva č. 5 k RD - praní a chemické čištění,Jihomoravský kraj,N006/23/V00027099,4,980,
1174,1065000.00,2021-07-16,"Náboj 5,56 mm se zvýšeným rozpadem střely - Frangible",Královéhradecký kraj,N006/21/V00018576,4,315,
1175,221120.00,2023-09-04,Nákup speciálního nářadí pro opravy T815 7 a T810.,Česká republika,N006/23/V00024450,4,605,
1176,3497860.00,2023-05-26,„Servery a disková pole pro posílení infrastruktury pro digitální pracoviště a ukládání audio nahrávek z jednání soudu - 1. část – Servery pro posílení centrální infrastruktury“,Hlavní město Praha,N006/23/V00007878,174,418,
1177,179000.00,2023-08-15,"Vypracování projektové dokumentace (změna v účelu užívání z bytové jednotky na kanceláře) v budově na adrese: Evropská 1605/8, 350 02 Cheb",Karlovarský kraj,N006/23/V00022828,38,1204,
1178,32490.00,2023-08-22,"Nákup ND pro vozidla Tatra T-815-7 MSH-165SCA, 8x8 MLF a Force 6x6.1 valník",Česká republika,N006/23/V00023364,4,351,
1179,39887425.00,2023-07-26,Vybudování sítě VHCN pro vysokorychlostní internet v národní intervenční oblasti č. 13,Olomoucký kraj,N006/23/V00021037,206,153,
1180,10599000.00,2019-09-25,CUAxS - Protiopatření proti působení bezpilotních vzdušných prostředků,Praha,N006/19/V00027409,4,1269,
1181,22704.00,2023-09-27,"Minitendr - Monitory 32""",Česká republika,N006/23/V00025665,83,224,
1182,138240.00,2022-03-24,Nákup žebříků s plošinou,Středočeský kraj,N006/22/V00006765,4,134,
1183,85081.82,2022-08-23,Profily a plechy,Středočeský kraj,N006/22/V00020740,4,110,
1184,92625000.00,2019-09-25,ARTHUR - logistická podpora,Střední Čechy,N006/19/V00027388,4,1272,
1185,32264.95,2022-04-29,Vlajky + příslušenství,Středočeský kraj,N006/22/V00008657,4,386,
1186,64590.08,2022-03-23,Nákup bílé elektroniky,Středočeský kraj,N006/22/V00006559,4,838,
1187,58524.00,2022-03-22,Nákup nástrojových stolků na přístroje,Středočeský kraj,N006/22/V00006524,4,702,
1188,689510.76,2022-03-30,Vybavení posilovny,Středočeský kraj,N006/22/V00006161,4,1274,
1189,18350000.00,2022-07-27,SNVGKTL-159 - Systém nočního vidění pro KTL-159,Hlavní město Praha,N006/22/V00003068,4,579,
1190,541800.00,2023-09-19,Hasivo - pěnidlo pro hašení nepolárních kapalin,Karlovarský kraj,N006/23/V00024729,202,288,
1191,95400.00,2022-04-29,Nákup elektrických čističů obuvi,Středočeský kraj,N006/22/V00010277,4,181,
